-4.540999999999999898e-03	2.676243588441995784e-04
-4.539999999999999765e-03	2.829492480579502158e-04
-4.538999999999999632e-03	2.772475388891335090e-04
-4.537999999999999499e-03	2.716626579975973694e-04
-4.536999999999999367e-03	2.661953021121462757e-04
-4.536000000000000101e-03	2.608458760860646970e-04
-4.534999999999999969e-03	2.556145215118656297e-04
-4.533999999999999836e-03	2.505011464122205425e-04
-4.532999999999999703e-03	2.455054557741126529e-04
-4.531999999999999570e-03	2.406269826956137625e-04
-4.530999999999999438e-03	2.358651199178961484e-04
-4.530000000000000172e-03	2.312191515187634748e-04
-4.529000000000000040e-03	2.266882845479116092e-04
-4.527999999999999907e-03	2.222716803880560765e-04
-4.526999999999999774e-03	2.179684856296566027e-04
-4.525999999999999641e-03	2.137778622499502963e-04
-4.524999999999999509e-03	2.096990168893258068e-04
-4.523999999999999376e-03	2.057312290200550219e-04
-4.523000000000000111e-03	2.018738778045716894e-04
-4.521999999999999978e-03	1.981264674434205257e-04
-4.520999999999999845e-03	1.944886508170774882e-04
-4.519999999999999712e-03	1.909602512311928330e-04
-4.518999999999999580e-03	1.875412820814213440e-04
-4.517999999999999447e-03	1.842319642617798036e-04
-4.517000000000000182e-03	1.810327411492668203e-04
-4.516000000000000049e-03	1.779442910072188944e-04
-4.514999999999999916e-03	1.749675366605668635e-04
-4.513999999999999783e-03	1.721036523080436286e-04
-4.512999999999999651e-03	1.693540673498391983e-04
-4.511999999999999518e-03	1.667204671247123136e-04
-4.510999999999999385e-03	1.642047904685480278e-04
-4.510000000000000120e-03	1.618092240270311742e-04
-4.508999999999999987e-03	1.595361932785335844e-04
-4.507999999999999854e-03	1.573883502494956169e-04
-4.506999999999999722e-03	1.553685579334062564e-04
-4.505999999999999589e-03	1.534798714557097173e-04
-4.504999999999999456e-03	1.517255160601266675e-04
-4.504000000000000191e-03	1.501088620263801073e-04
-4.503000000000000058e-03	1.486333966644093926e-04
-4.501999999999999925e-03	1.473026935650315311e-04
-4.500999999999999793e-03	1.461203793209790768e-04
-4.499999999999999660e-03	1.450900979648534145e-04
-4.498999999999999527e-03	1.442154734014153728e-04
-4.497999999999999395e-03	1.435000701402876124e-04
-4.497000000000000129e-03	1.429473526609053192e-04
-4.495999999999999996e-03	1.425606437638277178e-04
-4.494999999999999864e-03	1.423430822809309724e-04
-4.493999999999999731e-03	1.422975805313820229e-04
-4.492999999999999598e-03	1.424267819205492995e-04
-4.491999999999999466e-03	1.427330190849357839e-04
-4.491000000000000200e-03	1.432182729875749517e-04
-4.490000000000000067e-03	1.438841333649442441e-04
-4.488999999999999935e-03	1.447317609183251146e-04
-4.487999999999999802e-03	1.457618516297158606e-04
-4.486999999999999669e-03	1.469746035650166432e-04
-4.485999999999999537e-03	1.483696865053718659e-04
-4.484999999999999404e-03	1.499462147214670918e-04
-4.484000000000000138e-03	1.517027231754847791e-04
-4.483000000000000006e-03	1.536371474017996755e-04
-4.481999999999999873e-03	1.557468072811253666e-04
-4.480999999999999740e-03	1.580283948845848823e-04
-4.479999999999999608e-03	1.604779665247577591e-04
-4.478999999999999475e-03	1.630909391106485516e-04
-4.478000000000000209e-03	1.658620908632858814e-04
-4.477000000000000077e-03	1.687855664090530600e-04
-4.475999999999999944e-03	1.718548862297387492e-04
-4.474999999999999811e-03	1.750629604122653669e-04
-4.473999999999999679e-03	1.784021066072953696e-04
-4.472999999999999546e-03	1.818640720742787883e-04
-4.471999999999999413e-03	1.854400596607720230e-04
-4.471000000000000148e-03	1.891207575358900877e-04
-4.470000000000000015e-03	1.928963724714564466e-04
-4.468999999999999882e-03	1.967566664398257947e-04
-4.467999999999999750e-03	2.006909962746498597e-04
-4.466999999999999617e-03	2.046883561204651644e-04
-4.465999999999999484e-03	2.087374223793602107e-04
-4.465000000000000219e-03	2.128266008484687422e-04
-4.464000000000000086e-03	2.169440757307991021e-04
-4.462999999999999953e-03	2.210778601939434435e-04
