0.000000000000000000e+00	-3.030678520785513863e-03	2.689999999999999791e-04	-1.053049389682755160e-03
0.000000000000000000e+00	-6.228213831921822685e-04	0.000000000000000000e+00	-6.228213831921822685e-04
0.000000000000000000e+00	-2.600559640780281383e-03	0.000000000000000000e+00	-2.600559640780281383e-03
0.000000000000000000e+00	2.268300507879743527e-04	2.970000000000000092e-04	4.009615948238690053e-03
0.000000000000000000e+00	-3.219748765174924431e-03	5.400000000000000069e-04	4.147052103321009330e-04
0.000000000000000000e+00	-2.432354154763516525e-03	0.000000000000000000e+00	-2.432354154763516525e-03
0.000000000000000000e+00	-4.006779452899615407e-04	1.450000000000000009e-04	-3.288013168765252211e-04
0.000000000000000000e+00	-2.776596849412687421e-03	0.000000000000000000e+00	-2.776596849412687421e-03
0.000000000000000000e+00	-2.370146865229588121e-03	1.909999999999999806e-04	-1.864286344900566161e-04
0.000000000000000000e+00	-4.469623233500635319e-03	7.450000000000000025e-04	-3.166013360017254933e-05
0.000000000000000000e+00	-1.236245061020086952e-03	3.390000000000000001e-04	2.471920662407997116e-04
0.000000000000000000e+00	-9.968928942411241657e-04	4.699999999999999859e-04	2.413994890966188016e-03
0.000000000000000000e+00	-1.590190594020186345e-03	0.000000000000000000e+00	-1.590190594020186345e-03
0.000000000000000000e+00	-2.126908607864071415e-03	3.519999999999999908e-04	1.052252826989024184e-03
0.000000000000000000e+00	-3.114552336297999463e-03	1.160000000000000007e-04	-2.848824262895971286e-03
0.000000000000000000e+00	-7.129123060107366364e-03	1.379999999999999933e-04	2.113849751841535753e-03
0.000000000000000000e+00	-5.720390155372123697e-03	1.840000000000000001e-04	7.526452876687159165e-04
0.000000000000000000e+00	-1.247285394991432461e-03	7.499999999999999343e-05	-1.932992672341735585e-04
0.000000000000000000e+00	-5.563802189179297732e-04	1.350000000000000017e-04	2.180295614300459088e-03
0.000000000000000000e+00	5.544201990366499216e-04	4.789999999999999879e-04	1.657186811069975450e-03
0.000000000000000000e+00	-2.399375001452877781e-03	2.009999999999999797e-04	5.843975390777170990e-04
0.000000000000000000e+00	-2.491323703226458117e-03	0.000000000000000000e+00	-2.491323703226458117e-03
0.000000000000000000e+00	-2.943258269410140709e-03	1.240000000000000054e-04	-2.116508078979586777e-03
0.000000000000000000e+00	-3.585986601150708414e-03	3.999999999999999819e-06	-3.563648721102890063e-03
0.000000000000000000e+00	-2.700165014000431053e-03	9.200000000000000007e-05	2.466045220023369792e-03
0.000000000000000000e+00	-1.601958313214676098e-03	1.240000000000000054e-04	2.981782479925940664e-03
0.000000000000000000e+00	-3.247544072739529455e-03	6.459999999999999814e-04	5.939623434123933194e-04
0.000000000000000000e+00	-3.466460662232653572e-04	1.440000000000000036e-04	2.794682786265772698e-04
0.000000000000000000e+00	-2.095195349209876077e-03	3.929999999999999574e-04	8.151491586298280616e-04
0.000000000000000000e+00	-4.559914658248174997e-05	7.329999999999999277e-04	3.211923841878437831e-03
0.000000000000000000e+00	-1.711596820446058872e-03	3.489999999999999721e-04	3.799236443530473739e-04
0.000000000000000000e+00	-7.095883685105519719e-04	2.469999999999999865e-04	-3.885662119072531037e-04
0.000000000000000000e+00	-4.802576568840963723e-04	2.999999999999999737e-04	3.393742218107554959e-03
0.000000000000000000e+00	-3.294890886496107830e-03	7.450000000000000025e-04	1.364861266483682325e-03
0.000000000000000000e+00	-2.338554663206903091e-03	5.890000000000000053e-04	6.227561313417230050e-04
0.000000000000000000e+00	-1.985028655465661575e-03	4.849999999999999711e-04	-8.386887528214780931e-04
0.000000000000000000e+00	-3.587137625109213315e-03	7.999999999999999299e-05	-3.028450659670852470e-03
0.000000000000000000e+00	-2.706671514736569244e-03	6.789999999999999161e-04	3.464033501824984604e-04
0.000000000000000000e+00	6.100505412724633485e-05	0.000000000000000000e+00	6.100505412724633485e-05
0.000000000000000000e+00	7.218448597739044381e-04	1.799999999999999842e-04	1.302648344885406475e-03
0.000000000000000000e+00	1.306306591614061097e-04	0.000000000000000000e+00	1.306306591614061097e-04
0.000000000000000000e+00	-1.914941715190932600e-03	2.680000000000000090e-04	4.105327274943195793e-04
0.000000000000000000e+00	-9.828072489779320596e-04	0.000000000000000000e+00	-9.828072489779320596e-04
0.000000000000000000e+00	-2.270059165050692350e-03	6.039999999999999362e-04	-5.581747786136275510e-05
0.000000000000000000e+00	2.704525543370347356e-04	7.450000000000000025e-04	2.657149985414355292e-03
0.000000000000000000e+00	1.093756061439858770e-04	7.450000000000000025e-04	2.725735957189475648e-03
