-3.380999999999999891e-03	-1.958678223585181340e-03	1.141431838552290799e-03	-2.375762137293445288e-03	-5.287553249299637966e-04
-3.379999999999999758e-03	-1.935748332327781552e-03	1.944824675569350840e-03	-2.391839242786820367e-03	-5.669348341728261409e-04
-3.379000000000000059e-03	-1.910917711473259471e-03	1.932213940380196572e-03	-2.407551253224818246e-03	-6.052884990656370650e-04
-3.377999999999999926e-03	-1.884173708155953853e-03	1.919519604891985632e-03	-2.422812912250786078e-03	-6.437574186021976196e-04
-3.376999999999999794e-03	-1.855506862676491262e-03	1.906735130607622704e-03	-2.437539048634715030e-03	-6.822805658519827355e-04
-3.375999999999999661e-03	-1.824911140744636890e-03	1.893854607854333428e-03	-2.451644908303881980e-03	-7.207949263274951489e-04
-3.374999999999999962e-03	-1.792384158616924014e-03	1.880872791770005692e-03	-2.465046488404813371e-03	-7.592356489362203295e-04
-3.373999999999999829e-03	-1.757927400157706941e-03	1.867785134357540129e-03	-2.477660871842191775e-03	-7.975362091169453877e-04
-3.372999999999999696e-03	-1.721546424840164581e-03	1.854587812650194305e-03	-2.489406560743252610e-03	-8.356285837097720756e-04
-3.371999999999999997e-03	-1.683251065683360418e-03	1.841277753034523080e-03	-2.500203807302138221e-03	-8.734434370623856379e-04
-3.370999999999999865e-03	-1.643055616096052250e-03	1.827852651767508056e-03	-2.509974940465974514e-03	-9.109103178320085599e-04
-3.369999999999999732e-03	-1.600979004571617377e-03	1.814310991700964588e-03	-2.518644686931805279e-03	-9.479578659027931842e-04
-3.369000000000000033e-03	-1.557044956154523662e-03	1.800652055190189900e-03	-2.526140484930335106e-03	-9.845140288015251026e-04
-3.367999999999999900e-03	-1.511282139578936593e-03	1.786875933118305983e-03	-2.532392789278555337e-03	-1.020506286959072841e-03
-3.366999999999999767e-03	-1.463724298964894088e-03	1.772983529919136460e-03	-2.537335366188805345e-03	-1.055861887129364929e-03
-3.365999999999999635e-03	-1.414410368947176689e-03	1.758976564437731132e-03	-2.540905576326743694e-03	-1.090508083240457294e-03
-3.364999999999999936e-03	-1.363384572106681510e-03	1.744857566435105900e-03	-2.543044644615210983e-03	-1.124372383912849863e-03
-3.363999999999999803e-03	-1.310696497573962801e-03	1.730629868525632728e-03	-2.543697915285953945e-03	-1.157382805838430041e-03
-3.362999999999999670e-03	-1.256401159680332197e-03	1.716297593332648946e-03	-2.542815090689420736e-03	-1.189468132169315372e-03
-3.361999999999999971e-03	-1.200559035545669187e-03	1.701865635660429997e-03	-2.540350452389877976e-03	-1.220558175019465560e-03
-3.360999999999999838e-03	-1.143236080518081517e-03	1.687339639508657341e-03	-2.536263063105808312e-03	-1.250584041133299355e-03
-3.359999999999999706e-03	-1.084503720423938503e-03	1.672725969798874359e-03	-2.530516948109485034e-03	-1.279478399724888948e-03
-3.359000000000000007e-03	-1.024438819651816383e-03	1.658031678740634791e-03	-2.523081254777538411e-03	-1.307175751439111936e-03
-3.357999999999999874e-03	-9.631236241826302523e-04	1.643264466836322820e-03	-2.513930389087222234e-03	-1.333612697333392497e-03
-3.356999999999999741e-03	-9.006456787914037757e-04	1.628432638604323471e-03	-2.503044127981022757e-03	-1.358728206726571644e-03
-3.356000000000000042e-03	-8.370977177838728918e-04	1.613545053185842099e-03	-2.490407706675464277e-03	-1.382463882710972900e-03
-3.354999999999999909e-03	-7.725775287935625259e-04	1.598611070087589594e-03	-2.476011880168330764e-03	-1.404764224075435476e-03
-3.353999999999999777e-03	-7.071877893519895510e-04	1.583640490398956126e-03	-2.459852958401044509e-03	-1.425576882341138968e-03
-3.352999999999999644e-03	-6.410358761549756965e-04	1.568643493907680153e-03	-2.441932814755617531e-03	-1.444852912568613933e-03
-3.351999999999999945e-03	-5.742336471770086550e-04	1.553630572622326581e-03	-2.422258867800446570e-03	-1.462547016553422934e-03
-3.350999999999999812e-03	-5.068971970237216330e-04	1.538612461293101990e-03	-2.400844036436099865e-03	-1.478617776989873261e-03
-3.349999999999999679e-03	-4.391465861480424969e-04	1.523600065604596796e-03	-2.377706668823203681e-03	-1.493027881147380390e-03
-3.348999999999999980e-03	-3.711055447789478020e-04	1.508604388794219237e-03	-2.352870445695535995e-03	-1.505744332574934438e-03
-3.347999999999999848e-03	-3.029011526183094890e-04	1.493636457525899554e-03	-2.326364258871509334e-03	-1.516738649329681717e-03
-3.346999999999999715e-03	-2.346634955497452538e-04	1.478707247915112379e-03	-2.298222065976237433e-03	-1.525987047221146180e-03
-3.346000000000000016e-03	-1.665253007735161689e-04	1.463827612652156447e-03	-2.268482722574577913e-03	-1.533470606577225399e-03
-3.344999999999999883e-03	-9.862155193338659805e-05	1.449008210200973925e-03	-2.237189793092822857e-03	-1.539175421074008392e-03
-3.343999999999999750e-03	-3.108908593497613539e-05	1.434259437058085047e-03	-2.204391342072639301e-03	-1.543092727229316728e-03
