-2.259999999999999910e-04	-2.401266995101172894e-03	-1.199999999999999895e-04	-1.821581611499729176e-03	-1.679999999999999907e-04	2.111581634722625115e-03	-5.899999999999999754e-05	2.033193251979350993e-03
-2.249999999999999938e-04	-2.493638541705347524e-03	-1.189999999999999923e-04	-1.585001903126920632e-03	-1.669999999999999935e-04	2.034947209202230684e-03	-5.800000000000000034e-05	1.595016263016014449e-03
-2.239999999999999966e-04	-2.581045247125347657e-03	-1.179999999999999951e-04	-1.359944533029822621e-03	-1.659999999999999963e-04	1.959266360917028774e-03	-5.699999999999999636e-05	1.164698727827413174e-03
-2.229999999999999994e-04	-2.663572398984601769e-03	-1.169999999999999979e-04	-1.146266036183985447e-03	-1.649999999999999991e-04	1.884570266875049745e-03	-5.599999999999999916e-05	7.422275938766192483e-04
-2.220000000000000022e-04	-2.741305284906543540e-03	-1.160000000000000007e-04	-9.438229475649603925e-04	-1.640000000000000019e-04	1.810890104084324171e-03	-5.499999999999999518e-05	3.275898086266946672e-04
-2.209999999999999779e-04	-2.814329192514603614e-03	-1.149999999999999899e-04	-7.524718021482949435e-04	-1.630000000000000047e-04	1.738257049552882193e-03	-5.399999999999999798e-05	-7.922768045929129541e-05
-2.199999999999999807e-04	-2.882729409432210465e-03	-1.139999999999999927e-04	-5.720691349095451518e-04	-1.619999999999999804e-04	1.666702280288753302e-03	-5.300000000000000078e-05	-4.782379259182734316e-04
-2.189999999999999835e-04	-2.946591223282796473e-03	-1.129999999999999955e-04	-4.024714808242588833e-04	-1.609999999999999832e-04	1.596256973299970241e-03	-5.199999999999999680e-05	-8.694539802871879700e-04
-2.179999999999999863e-04	-3.005999921689792714e-03	-1.119999999999999983e-04	-2.435353748679872836e-04	-1.599999999999999860e-04	1.526952305594562499e-03	-5.099999999999999960e-05	-1.252888896102964146e-03
-2.169999999999999891e-04	-3.061040792276629834e-03	-1.110000000000000011e-04	-9.511735201628078006e-05	-1.589999999999999888e-04	1.458819454180560003e-03	-4.999999999999999562e-05	-1.628555725902539964e-03
-2.159999999999999919e-04	-3.111799122666738474e-03	-1.099999999999999904e-04	4.292605275531220571e-05	-1.579999999999999916e-04	1.391889596065993108e-03	-4.899999999999999842e-05	-1.996467522222843995e-03
-2.149999999999999947e-04	-3.158360200483550147e-03	-1.089999999999999932e-04	1.707383044712363946e-04	-1.569999999999999944e-04	1.326193908258892608e-03	-4.800000000000000122e-05	-2.356637337600813158e-03
-2.139999999999999975e-04	-3.200809313350494630e-03	-1.079999999999999960e-04	2.884628681559436359e-04	-1.559999999999999972e-04	1.261763567767289077e-03	-4.699999999999999724e-05	-2.709078224573384375e-03
-2.130000000000000003e-04	-3.239231748891005600e-03	-1.069999999999999988e-04	3.962432088338833534e-04	-1.550000000000000000e-04	1.198629751599212439e-03	-4.600000000000000004e-05	-3.053803235677483071e-03
-2.120000000000000031e-04	-3.273712794728511101e-03	-1.060000000000000016e-04	4.942227915295048079e-04	-1.540000000000000028e-04	1.136823636762693268e-03	-4.499999999999999606e-05	-3.390825423450050721e-03
-2.109999999999999788e-04	-3.304337738486442209e-03	-1.049999999999999908e-04	5.825450812672580735e-04	-1.530000000000000056e-04	1.076376400265762140e-03	-4.399999999999999886e-05	-3.720157840428016220e-03
-2.099999999999999816e-04	-3.331191867788231304e-03	-1.039999999999999936e-04	6.613535430715904596e-04	-1.519999999999999813e-04	1.017319219116447895e-03	-4.299999999999999488e-05	-4.041813539148315405e-03
-2.089999999999999844e-04	-3.354360470257308161e-03	-1.029999999999999964e-04	7.307916419669524197e-04	-1.509999999999999841e-04	9.596832703227834924e-04	-4.199999999999999768e-05	-4.355805572147879341e-03
-2.079999999999999872e-04	-3.373928833517104726e-03	-1.019999999999999992e-04	7.910028429777931063e-04	-1.499999999999999869e-04	9.034997308927989650e-04	-4.100000000000000047e-05	-4.662146991963644731e-03
-2.069999999999999900e-04	-3.389982245191051208e-03	-1.010000000000000020e-04	8.421306111285625394e-04	-1.489999999999999897e-04	8.487997778345236950e-04	-3.999999999999999650e-05	-4.960850851132546542e-03
