-3.302999999999999946e-03	-9.701311494923045477e-04	9.583266930752254789e-04	1.848794411128117186e-03	-1.607108162295861967e-03
-3.301999999999999814e-03	-9.663820424744577666e-04	9.432918671514614953e-04	1.801390432391825622e-03	-6.861848678855191497e-04
-3.300999999999999681e-03	-9.634259709874920833e-04	9.276365680023720452e-04	1.754492098620300585e-03	-7.396324887071008790e-04
-3.299999999999999982e-03	-9.612734174841058897e-04	9.114363540161539087e-04	1.708179822954039324e-03	-7.920334986299822858e-04
-3.298999999999999849e-03	-9.599314698392439216e-04	8.947681711256238665e-04	1.662532829328317377e-03	-8.432796551719869225e-04
-3.297999999999999717e-03	-9.594038442272353768e-04	8.777100167408876177e-04	1.617629009998170896e-03	-8.932640835791576511e-04
-3.297000000000000017e-03	-9.596909238447295801e-04	8.603405982451138405e-04	1.573544777808246267e-03	-9.418815418172697511e-04
-3.295999999999999885e-03	-9.607898131608956938e-04	8.427389874874403365e-04	1.530354914120802537e-03	-9.890286852195411330e-04
-3.294999999999999752e-03	-9.626944072603425785e-04	8.249842727450699791e-04	1.488132413388400200e-03	-1.034604330392657409e-03
-3.294000000000000053e-03	-9.653954757323692654e-04	8.071552096595969138e-04	1.446948325403044121e-03	-1.078509717957310422e-03
-3.292999999999999920e-03	-9.688807604524413402e-04	7.893298726805060561e-04	1.406871596271477582e-03	-1.120648773666172056e-03
-3.291999999999999788e-03	-9.731350864981691681e-04	7.715853085716651606e-04	1.367968909159334627e-03	-1.160928367401745402e-03
-3.290999999999999655e-03	-9.781404853427459831e-04	7.539971935544079185e-04	1.330304525819905230e-03	-1.199258569509320917e-03
-3.289999999999999956e-03	-9.838763293746493645e-04	7.366394956732098126e-04	1.293940129882478187e-03	-1.235552903867817402e-03
-3.288999999999999823e-03	-9.903194767051739546e-04	7.195841439758096821e-04	1.258934672825525944e-03	-1.269728597046412442e-03
-3.287999999999999690e-03	-9.974444251472486776e-04	7.029007060967078051e-04	1.225344223503786831e-03	-1.301706822841099858e-03
-3.286999999999999991e-03	-1.005223474181780614e-03	6.866560758183916108e-04	1.193221822036224849e-03	-1.331412941435492197e-03
-3.285999999999999859e-03	-1.013626893672295130e-03	6.709141721561557529e-04	1.162617338793885428e-03	-1.358776732385801218e-03
-3.284999999999999726e-03	-1.022623098045140648e-03	6.557356514688245878e-04	1.133577339152761409e-03	-1.383732620591526232e-03
-3.284000000000000027e-03	-1.032178824620964309e-03	6.411776340387162140e-04	1.106144954596886441e-03	-1.406219894381134693e-03
-3.282999999999999894e-03	-1.042259314763515406e-03	6.272934464897216185e-04	1.080359760671560599e-03	-1.426182914816079674e-03
-3.281999999999999761e-03	-1.052828496504028440e-03	6.141323813223967081e-04	1.056257662198041309e-03	-1.443571315297054354e-03
-3.281000000000000062e-03	-1.063849167303310052e-03	6.017394747395081282e-04	1.033870786073616673e-03	-1.458340190543623441e-03
-3.279999999999999930e-03	-1.075283175628719912e-03	5.901553038150631446e-04	1.013227381900281806e-03	-1.470450274012715611e-03
-3.278999999999999797e-03	-1.087091600048549142e-03	5.794158039265063197e-04	9.943517306156828429e-04	-1.479868102823501518e-03
-3.277999999999999664e-03	-1.099234924580697959e-03	5.695521072274906376e-04	9.772640612437119654e-04	-1.486566169266688052e-03
-3.276999999999999965e-03	-1.111673209075097601e-03	5.605904027924815767e-04	9.619804758396935775e-04	-1.490523057995816808e-03
-3.275999999999999832e-03	-1.124366253459544275e-03	5.525518189184309807e-04	9.485128826764277054e-04	-1.491723568027209174e-03
-3.274999999999999700e-03	-1.137273754736343361e-03	5.454523279248930587e-04	9.368689377023675657e-04	-1.490158818713963702e-03
-3.274000000000000000e-03	-1.150355455682365146e-03	5.393026736527030320e-04	9.270519943016931972e-04	-1.485826338908074118e-03
-3.272999999999999868e-03	-1.163571284277787471e-03	5.341083217227737909e-04	9.190610613973874878e-04	-1.478730138583498341e-03
-3.271999999999999735e-03	-1.176881482968892808e-03	5.298694324805980783e-04	9.128907699606755898e-04	-1.468880762261982583e-03
-3.271000000000000036e-03	-1.190246726957743407e-03	5.265808564186786125e-04	9.085313480196280551e-04	-1.456295323662352590e-03
-3.269999999999999903e-03	-1.203628230806122034e-03	5.242321517387959172e-04	9.059686042916826080e-04	-1.440997521081452360e-03
-3.268999999999999771e-03	-1.216987842742344979e-03	5.228076235905315585e-04	9.051839205955910204e-04	-1.423017633107916732e-03
-3.267999999999999638e-03	-1.230288126166859683e-03	5.222863844053303277e-04	9.061542532258903956e-04	-1.402392494364750010e-03
-3.266999999999999939e-03	-1.243492427965466138e-03	5.226424346410896409e-04	9.088521434968115792e-04	-1.379165451070266547e-03
-3.265999999999999806e-03	-1.256564933357323449e-03	5.238447631643499466e-04	9.132457376823829810e-04	-1.353386296297908126e-03
-3.264999999999999673e-03	-1.269470707128563143e-03	5.258574664273969398e-04	9.192988165952424139e-04	-1.325111184903508431e-03
-3.263999999999999974e-03	-1.282175721231321392e-03	5.286398855464306910e-04	9.269708350582202142e-04	-1.294402528173876432e-03
-3.262999999999999842e-03	-1.294646868862321491e-03	5.321467603543890944e-04	9.362169715299109053e-04	-1.261328868333253536e-03
